21-1 C400,Time,Open,High,Low,Last,Change,Volume,Open Int,IV,Delta,Gamma,Theta,Vega,Rho,Theo,Price,Strike
21-1 C400,01/27/2020,3.24,3.24,3.24,3.24,-0.86,10,271,12.09%,0.11104710298724,0.0034121728257876,-0.0066763422168063,0.85494067374366,0.60593764046991,2.7750711525957,323.5,400
21-1 C400,01/24/2020,4.07,4.1,4.07,4.1,0,0,271,12.09%,0.13151879154682,0.0037744729522608,-0.0076415718823116,0.98000027433638,0.72608904245083,3.4650575439715,328.77,400
21-1 C400,01/23/2020,4.07,4.1,4.07,4.1,0,0,271,12.04%,0.14250835653015,0.0039628124112862,-0.0081084650179839,1.0448860153543,0.79267893431808,3.8449999998671,331.72,400
21-1 C400,01/22/2020,4.07,4.1,4.07,4.1,0,0,271,12.00%,0.13963100994739,0.0039255662619644,-0.0079312930017315,1.030146713521,0.77768798264771,3.7349999998643,331.34,400
21-1 C400,01/21/2020,4.07,4.1,4.07,4.1,0.23,53,210,11.98%,0.13914956193832,0.0039211949488407,-0.0078913656950367,1.028312009798,0.7761429529981,3.7149999998477,331.3,400
21-1 C400,01/17/2020,3.66,3.87,3.33,3.87,0,0,210,11.94%,0.14288271942482,0.0039835721020617,-0.0080540471176148,1.0516687893368,0.80197673889405,3.844999999687,331.95,400
21-1 C400,01/15/2020,3.35,3.53,3.35,3.53,0.25,6,133,12.00%,0.12900175914423,0.003735358586337,-0.0074282452264974,0.97118581385405,0.7202826898014,3.3750029681199,328.19,400
21-1 C400,01/14/2020,3.28,3.28,3.28,3.28,0,0,133,12.06%,0.12803363966049,0.0037023924687293,-0.0074201601242036,0.9646418971553,0.71593027200423,3.3550802344921,327.45,400
21-1 C400,01/13/2020,3.28,3.28,3.28,3.28,0.17,1,133,12.00%,0.12877258919666,0.0037277873794163,-0.0074182929335585,0.97061195289103,0.72222991158215,3.3700027773848,327.95,400
21-1 C400,01/10/2020,3.05,3.11,3.05,3.11,-0.4,9,133,12.11%,0.12284481337865,0.0035911960738077,-0.0071612511736918,0.93482376429234,0.68763898632318,3.1949999984491,325.71,400
21-1 C400,01/09/2020,3.51,3.51,3.51,3.51,0,0,126,12.18%,0.12840664364138,0.0036702229372936,-0.0074595437799445,0.96738635679241,0.72031291252336,3.4000635296066,326.65,400
21-1 C400,01/08/2020,3.51,3.51,3.51,3.51,0,0,126,12.33%,0.12374954024771,0.0035531468543229,-0.0073068451542718,0.93717050938202,0.69063494713013,3.2700597569658,324.45,400
21-1 C400,01/07/2020,3.51,3.51,3.51,3.51,0,0,126,12.33%,0.11683760126838,0.0034304493341547,-0.0069403695394077,0.89596384949541,0.64916975685191,3.0349999981882,322.73,400
21-1 C400,01/06/2020,3.51,3.51,3.51,3.51,0,0,126,12.32%,0.12006414942868,0.0034873558655791,-0.0070843941722021,0.91646456920681,0.66924433397517,3.1449999975733,323.64,400
21-1 C400,12/31/2019,3,3.29,3,3.29,0,0,118,12.49%,0.11908995769263,0.003423312339624,-0.0071014805453062,0.90979310317836,0.66636536218925,3.1500541202872,321.86,400
21-1 C400,12/30/2019,3,3.29,3,3.29,0,0,108,12.64%,0.11959190281135,0.0033992499474125,-0.0071825916531416,0.9108371557859,0.66768858613879,3.1950096527594,321.08,400
21-1 C400,12/26/2019,3,3.29,3,3.29,0,0,93,12.39%,0.12279786429699,0.0035027951491386,-0.0072458092097676,0.93567055852873,0.69342691137223,3.2650610391981,322.94,400
21-1 C400,12/24/2019,3,3.29,3,3.29,0,0,93,12.37%,0.11625197021587,0.0033884685974383,-0.0068973836896192,0.89679121224995,0.65599512808654,3.0399999982246,321.23,400
21-1 C400,12/20/2019,3,3.29,3,3.29,0.44,2,88,12.38%,0.11547793229296,0.0033667652212694,-0.0068450109757798,0.89347015826643,0.65401369989337,3.0199999983362,320.73,400
21-1 C400,12/19/2019,2.85,2.85,2.85,2.85,0,0,88,11.98%,0.11270614069512,0.0034130829424395,-0.0067124456942849,0.88036626702733,0.64482052364586,2.8500840691324,320.9,400
21-1 C400,12/18/2019,2.85,2.85,2.85,2.85,0,0,89,11.95%,0.10778597032312,0.0033264218623441,-0.00645785553636,0.84982472276398,0.61592452219329,2.6850693152259,319.59,400
21-1 C400,12/17/2019,2.85,2.85,2.85,2.85,0,0,89,11.93%,0.10739220189544,0.0033220010028231,-0.006423885115988,0.84808993488106,0.61456448958732,2.6700690886702,319.57,400
21-1 C400,12/16/2019,2.85,2.85,2.85,2.85,0,0,89,12.08%,0.11093950416078,0.0033560918981541,-0.006666377234083,0.86837165363231,0.63424773813677,2.8100720785231,319.5,400
21-1 C400,12/13/2019,2.85,2.85,2.85,2.85,0.08,1,88,12.20%,0.10564593386524,0.0032258048042401,-0.0064036734877299,0.83434744805074,0.60266300344096,2.6600520820329,317.32,400
21-1 C400,12/12/2019,2.77,2.77,2.77,2.77,0,0,87,12.15%,0.10513007302876,0.0032265485038933,-0.0063852999039764,0.83144262204327,0.60032722172883,2.6350529790695,317.13,400
21-1 C400,12/11/2019,2.77,2.77,2.77,2.77,0,0,87,12.36%,0.099914770101906,0.003080563741164,-0.0061612334069221,0.79501270019506,0.56657604427541,2.5000679947981,314.42,400
21-1 C400,12/10/2019,2.77,2.77,2.77,2.77,0,0,87,12.42%,0.099209996864737,0.0030559686382717,-0.0061639981205647,0.78917620626817,0.56155250986204,2.4850605104937,313.53,400
21-1 C400,12/06/2019,2.08,2.08,2.08,2.08,0,0,86,12.38%,0.10256558571212,0.0031196603923993,-0.0062776087623525,0.81398686947043,0.58551012313643,2.5950742889343,314.87,400
21-1 C400,12/05/2019,2.08,2.08,2.08,2.08,0,0,86,12.47%,0.095022513760505,0.0029542551120465,-0.0058963788689854,0.76341983725839,0.53918929339091,2.365045599529,312.02,400
21-1 C400,12/04/2019,2.08,2.08,2.08,2.08,0,0,86,12.45%,0.09290813107832,0.0029157143678148,-0.0057711614361523,0.75002658767199,0.52733726252785,2.2950429023862,311.46,400
21-1 C400,12/03/2019,2.08,2.08,2.08,2.08,-0.37,15,71,12.48%,0.087284557254846,0.0028003992867928,-0.0054556184218497,0.71220784367694,0.49320172146462,2.1250572299538,309.55,400
21-1 C400,12/02/2019,2.45,2.45,2.45,2.45,0,0,71,12.41%,0.093636836272019,0.0029344783241211,-0.005804720706147,0.75573661368786,0.53305202966209,2.3150468041625,311.64,400
21-1 C400,11/29/2019,2.45,2.45,2.45,2.45,-0.3,1,71,12.38%,0.10173137372747,0.0030940466954779,-0.006194983108947,0.81130561946607,0.58490150491919,2.5750724400843,314.31,400
21-1 C400,11/27/2019,2.55,2.75,2.55,2.75,0.35,11,60,12.24%,0.10336033902891,0.00314924112029,-0.0062291787865535,0.82478800742004,0.59814338884775,2.6100454510592,315.48,400
21-1 C400,11/26/2019,2.4,2.4,2.4,2.4,0,0,58,12.34%,0.10007541480085,0.0030638727423482,-0.0060630015602123,0.80262243314437,0.57754390428608,2.5200707740408,314.08,400
21-1 C400,11/25/2019,2.4,2.4,2.4,2.4,0,0,58,12.37%,0.099306212353173,0.003042049315187,-0.0060491975492275,0.79681178179514,0.57247422152912,2.5000653110435,313.37,400
21-1 C400,11/22/2019,2.4,2.4,2.4,2.4,0,0,58,12.54%,0.095607258061749,0.002936580968873,-0.0058986247050117,0.77047459053589,0.54899169668386,2.4049999997857,310.96,400
21-1 C400,11/20/2019,2.4,2.4,2.4,2.4,0,0,58,12.62%,0.095955001411311,0.0029253377333518,-0.0059043199173429,0.77299783916736,0.55101934391357,2.4299999997957,310.77,400
21-1 C400,11/19/2019,2.4,2.4,2.4,2.4,0,0,58,12.53%,0.098735222642741,0.0029930266202996,-0.0060372734603739,0.79274502089456,0.57026079410827,2.5099999996716,311.93,400
21-1 C400,11/18/2019,2.4,2.4,2.4,2.4,0,0,58,12.54%,0.099284814244384,0.0030009462713745,-0.006062296535129,0.79667597499288,0.57417509533447,2.5299999996474,312.02,400
21-1 C400,11/14/2019,2.4,2.4,2.4,2.4,0,0,58,12.62%,0.093613975408739,0.0028713686107191,-0.0057643797791705,0.75893583724211,0.54040179799818,2.3599999998398,309.55,400
21-1 C400,11/13/2019,2.4,2.4,2.4,2.4,0,0,79,12.68%,0.094487672227658,0.0028790860013919,-0.0058512475878736,0.76347464826034,0.54490436360487,2.3950267604744,309.1,400
21-1 C400,11/12/2019,2.4,2.4,2.4,2.4,0,0,79,12.63%,0.093912945737946,0.0028761322250232,-0.0058166579273034,0.76028284028497,0.54229453108656,2.3699999998456,309,400
21-1 C400,11/11/2019,2.4,2.4,2.4,2.4,0,0,79,12.68%,0.093418029226051,0.0028580889244442,-0.0058113849544542,0.75619420535249,0.53885144245192,2.3600246966663,308.35,400
21-1 C400,11/08/2019,2.4,2.4,2.4,2.4,0,0,79,12.66%,0.095234917031186,0.0028923589617284,-0.0058856896153722,0.76984373253697,0.55210604207614,2.4199999998626,308.94,400
21-1 C400,11/07/2019,2.4,2.4,2.4,2.4,0,0,80,12.74%,0.09460792591522,0.0028662640771501,-0.005871929249752,0.76469131004079,0.54762481354635,2.4100236831485,308.18,400
21-1 C400,11/06/2019,2.4,2.4,2.4,2.4,0,0,77,12.73%,0.090098254166427,0.0027764946620047,-0.0055881066359994,0.7355299161681,0.52118976940452,2.2650175513452,307.1,400
21-1 C400,11/05/2019,2.4,2.4,2.4,2.4,0,0,77,12.60%,0.088038399691156,0.002754531409906,-0.0054481245320319,0.72331593943902,0.51047011663777,2.1849999999213,307.03,400
21-1 C400,11/04/2019,2.4,2.4,2.4,2.4,0.41,4,78,12.55%,0.087549852020322,0.0027511172861739,-0.0053859998697344,0.72157852058865,0.50909314336101,2.1650513926766,307.37,400
21-1 C400,11/01/2019,1.99,1.99,1.99,1.99,0.04,10,78,12.49%,0.082691411299734,0.0026550018601609,-0.0050805461410174,0.68996767118115,0.48161049379459,2.0100412930613,306.14,400
21-1 C400,10/31/2019,1.95,1.95,1.95,1.95,0,1,77,12.57%,0.076177088637448,0.0025012937540682,-0.0047346570432881,0.64298720480408,0.44038692625925,1.8199999997577,303.33,400
21-1 C400,10/30/2019,1.95,1.95,1.95,1.95,0,2,79,12.72%,0.082708153980248,0.0026195211021969,-0.0051611467325351,0.6863532984716,0.47896468081118,2.0350281337718,304.14,400
21-1 C400,10/29/2019,1.95,1.95,1.95,1.95,0,0,79,12.85%,0.083235619353478,0.0026111289348519,-0.0052349354396383,0.68791384125091,0.48061384081611,2.0650493998973,303.21,400
21-1 C400,10/28/2019,1.95,1.95,1.95,1.95,0.24,5,79,12.78%,0.082194367880891,0.0025998603283039,-0.0051532027754681,0.68207478736844,0.47569345581694,2.0250311779532,303.3,400
21-1 C400,10/25/2019,1.71,1.71,1.71,1.71,0,0,79,12.66%,0.075856259608512,0.0024786342798724,-0.0047625674611409,0.63956242028349,0.43937197700714,1.8200466739089,301.6,400
21-1 C400,10/24/2019,1.71,1.71,1.71,1.71,-0.09,1,79,12.78%,0.074272996438521,0.0024245446651557,-0.004681697779889,0.62719157815622,0.42891841683021,1.7850508531003,300.37,400
21-1 C400,10/23/2019,1.71,1.8,1.71,1.8,0,0,79,12.85%,0.074377809752286,0.0024166101907258,-0.0047000753338129,0.6272067093456,0.42913349063567,1.7950240545455,299.88,400
21-1 C400,10/22/2019,1.71,1.8,1.71,1.8,0.1,3,78,12.78%,0.071301976938144,0.0023592099645389,-0.0045165586779842,0.60592543577535,0.4113029729233,1.6950452026681,299.01,400
21-1 C400,10/18/2019,1.72,1.72,1.57,1.57,0,0,34,12.85%,0.070175092083955,0.0023205551964817,-0.0044469568648411,0.59791154144768,0.40529898173116,1.6700203008862,297.97,400
21-1 C400,10/17/2019,1.72,1.72,1.57,1.57,-0.05,6,29,12.57%,0.069069015153492,0.0023302711671554,-0.0043280853494667,0.59364591606686,0.40192728946731,1.6150300048654,299.28,400
21-1 C400,10/16/2019,1.62,1.62,1.62,1.62,0.27,1,29,12.63%,0.067699699144083,0.0022904909516365,-0.0042537659108489,0.58319677167736,0.39334917188136,1.5800439478761,298.4,400
21-1 C400,10/14/2019,1.7,1.7,1.35,1.35,0,0,27,12.50%,0.060916617389403,0.0021457496088477,-0.0038628311305844,0.53361938359145,0.3530313546799,1.3750446319855,295.95,400
21-1 C400,10/11/2019,1.7,1.7,1.35,1.35,-0.05,12,27,12.47%,0.061468023099123,0.0021602038417604,-0.0038769583661134,0.5389344950484,0.35785711021196,1.3900205009417,296.28,400
21-1 C400,10/10/2019,1.47,1.47,1.4,1.4,0,0,27,12.92%,0.06082717927633,0.0020889777369114,-0.0038936872861977,0.52933910205345,0.35008320462737,1.4050308747297,293.24,400
21-1 C400,10/09/2019,1.47,1.47,1.4,1.4,0,0,27,13.00%,0.057302416859212,0.0019943155079972,-0.0036879477676405,0.50205442822234,0.32689746770809,1.3100398396372,291.27,400
21-1 C400,10/08/2019,1.47,1.47,1.4,1.4,0,0,27,13.10%,0.052815060785631,0.0018724610321362,-0.0034305657012346,0.4666492480226,0.29923726685969,1.1900263215653,288.53,400
21-1 C400,10/04/2019,1.47,1.47,1.4,1.4,0,0,27,12.75%,0.05961471972173,0.0020694169237459,-0.0037331058226646,0.52489420245329,0.34587746621795,1.3649999989123,294.35,400
21-1 C400,10/03/2019,1.47,1.47,1.4,1.4,0,0,27,12.91%,0.053807010730231,0.0019110674551122,-0.0034305367710935,0.47808492389665,0.30885345427051,1.210030973595,290.42,400
21-1 C400,10/02/2019,1.47,1.47,1.4,1.4,0,0,27,13.09%,0.052969654508012,0.0018748724794764,-0.0034348035452302,0.46861429703652,0.30198716511076,1.1949999995771,288.06,400
21-1 C400,10/01/2019,1.47,1.47,1.4,1.4,-0.4,70,77,12.90%,0.06193509559802,0.0021101865918576,-0.0039313083456877,0.53966482138599,0.36002357430614,1.4400527466975,293.24,400
21-1 C400,09/30/2019,1.75,1.8,1.75,1.8,-0.4,55,22,12.81%,0.069606754329604,0.0022965959982683,-0.0043582022416326,0.59808597965513,0.40891996466185,1.6599999999203,296.77,400
21-1 C400,09/26/2019,2.2,2.2,2.2,2.2,0,0,22,12.78%,0.070617535523135,0.0023194973173568,-0.0044038356325807,0.60660537761899,0.41702202646788,1.690044379795,297,400
21-1 C400,09/25/2019,2.2,2.2,2.2,2.2,0,0,22,12.81%,0.073141186481116,0.0023698314631674,-0.0045528411763373,0.62475670514195,0.43281140663693,1.7699999998617,297.62,400
21-1 C400,09/24/2019,2.2,2.2,2.2,2.2,0,0,22,12.94%,0.069937979944413,0.0022811791121676,-0.004370871886672,0.60051537504768,0.41207540021626,1.6850197119216,295.87,400
21-1 C400,09/23/2019,2.2,2.2,2.2,2.2,0,0,22,13.00%,0.078160607401668,0.0024489544090007,-0.004860953289399,0.6590744637998,0.46304416101164,1.9450295592097,298.21,400
21-1 C400,09/20/2019,2.2,2.2,2.2,2.2,-0.05,20,2,12.99%,0.078751041959736,0.0024592888176873,-0.004883018323186,0.66412928824472,0.46814375346937,1.9650052452791,298.28,400
21-1 C400,09/18/2019,2.25,2.25,2.25,2.25,0,0,2,12.80%,0.083178550162895,0.0025719121435997,-0.0050674022930912,0.69915453435865,0.50002646668285,2.0900487891493,301.1,400
21-1 C400,Downloaded from Barchart.com as of 02-03-2022 06:26am CST,,,,,,,,,,,,,,,,
